STATIONKEY,STARTLAT,STARTLON,STARTDEPTH,START_TIME,ENDLAT,ENDLON,ENDDEPTH,END_TIME,TIME_ZONE,EFFORT,NUMBERHOOKS,HOOKTYPE,LLINEGEAR,LLINEHOOKSIZE,TEMPAIR,BAROPRES,WINDSPD,WINDDIR,WATERCOLOR,FORELULE,CLOUDCOVER,PRECIPITATION,WAVE_HGHT,SEA_COND,COMMENT
5599100121,30.2870,-87.0735,19.2,10SEP99:16:25,30.2733,-87.0800,19.2,10SEP99:17:26,4,61,100,J,BL,3,,,,,,,.,,0.5,4,1615/3016.29/8704.90/10.3f;          1714/3017.0/8704.8/10.4f
5599100122,30.3042,-86.8037,21.2,11SEP99:06:32,30.2973,-86.8245,21.9,11SEP99:07:32,4,60,100,J,BL,3,,,,,,,20,0,1.0,3,0619/3017.83/8649.39/12.1f;          0748/3018.1/8648.5/12.5f
5599100123,30.2670,-86.8397,19.6,11SEP99:08:27,30.2630,-86.8578,22.1,11SEP99:09:27,4,60,100,C,BL,15,,,,,,,10,0,1.0,3,0816/3015.74/8651.51/11.6f;          0946/3015.9/8650.7/10.7f
5599100124,30.2117,-86.7660,26.0,11SEP99:10:41,30.2065,-86.7680,27.1,11SEP99:11:43,4,62,100,J,BL,3,,,,,,,0,0,1.0,4,1030/3012.34/8646.12/14.2f;          1206/3012.6/8645.3/14.1f
5599100125,30.1805,-86.5685,30.2,11SEP99:13:36,30.1848,-86.5873,29.1,11SEP99:14:36,4,60,100,C,BL,15,,,,,,,15,0,0.5,3,1326/3011.09/8635.22/15.7f;          1450/3010.9/8635.5/16.2f
5599100126,29.9277,-87.3197,29.1,12SEP99:06:03,29.9293,-87.3398,28.9,12SEP99:07:03,4,60,100,J,BL,3,,,,,,,98,1,0.7,3,0551/2955.88/8720.40/16.0f;          0724/2955.6/8719.7/15.7f
5599100127,29.6070,-87.6608,42.2,12SEP99:10:47,29.5990,-87.6783,41.3,12SEP99:11:50,4,63,100,J,BL,3,,,,,,,95,0,2.0,7,1037/2935.87/8740.63/22.3f
5599100128,29.6348,-87.7897,36.6,12SEP99:13:15,29.6335,-87.8078,40.6,12SEP99:14:15,4,60,100,J,BL,3,,,,,,,20,0,2.0,6,1305/2937.9/8748.52/23.0f
5599100129,30.0630,-86.5275,44.1,18SEP99:09:21,30.0600,-86.5483,46.6,18SEP99:10:29,4,68,100,J,BL,3,,,,,,,85,0,1.0,4,0909/3003.55/8632.89/24.0f;          1050/3003.8/8632.05/
5599100130,30.0642,-86.5153,43.0,18SEP99:11:25,30.0652,-86.5188,43.7,18SEP99:12:35,4,70,100,J,BL,3,,,,,,,50,0,1.0,4,1111/3003.74/8632.19/23.9f;          1302/3003.9/8631.9/24.3f
5599100131,30.0957,-86.4185,41.1,18SEP99:14:00,30.0980,-86.4390,40.2,18SEP99:15:00,4,60,100,C,BL,15,,,,,,,60,0,0.7,3,1348/3005.87/8626.36/22.8f;          1519/3005.8/8625.6/22.6f
5599100132,30.0650,-86.3633,43.0,18SEP99:15:59,30.0700,-86.3817,44.1,18SEP99:17:00,4,61,100,J,BL,3,,,,,,,90,0,0.7,3,1547/3004.23/8622.19/24.3f
5599100133,30.3247,-86.3555,22.9,23SEP99:06:51,30.3137,-86.3700,22.7,23SEP99:07:51,4,60,100,J,BL,3,,,,,,,0,0,0.5,3,0639/3018.78/8627.26/12.1f;          0813/3019.4/8621.4/12.3f
5599100134,30.1993,-86.2997,27.8,23SEP99:09:22,30.1907,-86.3155,30.4,23SEP99:10:22,4,60,100,J,BL,3,,,,,,,0,0,0.5,4,0910/3011.38/8619.02/16.0f;          1035/3011.8/8618.2/15.4f
5599100135,30.1330,-86.3038,34.0,23SEP99:11:20,30.1312,-86.3210,32.2,23SEP99:12:20,4,60,100,C,BL,15,,,,,,,0,0,0.5,3,1109/3007.42/8619.43/17.5f;          1238/3007.9/8618.5/18.7f
5599100136,30.1313,-86.1945,29.3,23SEP99:13:27,30.1342,-86.2132,31.8,23SEP99:14:27,4,60,100,J,BL,3,,,,,,,0,0,0.5,3,1315/3008.02/8613.01/17.0f;          1441/3007.9/8611.9/16.5f
5599100137,29.9567,-86.1060,36.6,23SEP99:16:08,29.9683,-86.1152,36.0,23SEP99:17:08,4,60,100,J,BL,3,,,,,,,0,0,0.5,2,1559/2958.27/8607.05/19.5f;          1727/2957.4/8606.4/20.4f
5599100138,29.8718,-86.1902,48.3,23SEP99:18:32,29.8813,-86.2030,50.7,23SEP99:19:38,4,66,100,J,BL,3,,,,,,,.,,0.5,2,1819/2953.03/8612.37/27.9f;          1951/2952.4/8611.5/26.7f             No CTD
5599100139,29.8293,-86.0192,38.6,24SEP99:05:59,29.8198,-86.0362,39.5,24SEP99:06:59,4,60,100,J,BL,3,,,,,,,.,,0.8,3,0547/2949.19/8602.24/22.0f;          0718/2949.5/8601.5/21.4f
5599100140,29.8213,-85.9472,38.2,24SEP99:07:54,29.8175,-85.9665,37.5,24SEP99:08:54,4,60,100,J,BL,3,,,,,,,0,0,0.5,3,0744/2949.05/8558.03/21.5f;          0911/2949.2/8550.1/20.2f
5599100141,29.8172,-85.8187,33.5,24SEP99:10:04,29.8177,-85.8353,32.2,24SEP99:11:04,4,60,100,C,BL,15,,,,,,,.,,0.5,3,0954/2940.03/8550.32/17.5f;ctd malfunction
5599100142,29.6750,-85.8423,36.6,24SEP99:12:45,29.6583,-85.8467,35.7,24SEP99:13:45,4,60,100,J,BL,3,,,,,,,0,0,0.4,3,1235/2939.39/8550.8/19.4f;           1408/8640.4/8550.5/19.9f
5599100143,29.6617,-85.9810,40.6,24SEP99:15:06,29.6550,-85.9650,41.1,24SEP99:16:06,4,60,100,C,BL,15,,,,,,,.,,0.4,2,1456/2939.18/8557.79/22.0f;          1624/2939.59/8558.57/22.2f; ctd permanently broken
5599100144,29.6122,-85.9623,41.0,24SEP99:17:03,29.6037,-85.9795,41.3,24SEP99:18:03,4,60,100,J,BL,3,,,,,,,.,,0.5,2,1652/2936.17/8558.85/22.8f;          1818/2936.6/8557.9/22.6f
5599100145,29.4317,-85.6453,23.4,25SEP99:05:50,29.4245,-85.6617,31.3,25SEP99:06:50,4,60,100,J,BL,3,,,,,,,.,,0.3,2,0539/2925.41/8539.84/17.5f;          0705/2925.5/8538.9/14.4f
5599100146,29.4367,-85.6233,19.4,25SEP99:07:20,29.4250,-85.6350,25.6,25SEP99:08:20,4,60,100,J,BL,3,,,,,,,.,,0.5,3,0715/2925.39/8538.14/13.4f;          0837/2926.05/8537.6/11.7f
5599100147,29.4362,-85.5778,18.7,25SEP99:09:07,29.4215,-85.5885,18.3,25SEP99:10:07,4,60,100,J,BL,3,,,,,,,.,,0.8,4,0856/2925.26/8535.29/10.0f;
5599100148,29.3445,-85.5137,39.3,25SEP99:11:22,29.3398,-85.5322,41.3,25SEP99:12:26,4,64,100,J,BL,3,,,,,,,.,,1.0,4,1111/2920.30/8531.98/23.0f;          1245/2920.5/8531.2/22.1f
5599100149,29.2558,-85.4657,44.3,25SEP99:13:49,29.2500,-85.4983,48.3,25SEP99:14:49,4,60,100,J,BL,3,,,,,,,.,,1.0,4,1337/2914.97/8529.12/26.8f;          1507/2915.2/8529.3/24.6f
5599100150,29.1348,-85.3802,42.2,25SEP99:16:18,29.1377,-85.4008,44.1,25SEP99:17:18,4,60,100,J,BL,3,,,,,,,.,,1.0,4,1608/2908.27/8524.08/24.2f;          1733/2908.20/8523.4/23.2f
5599100151,29.0625,-85.1845,34.9,25SEP99:18:07,29.0600,-85.2037,35.3,25SEP99:19:06,4,59,100,J,BL,3,,,,,,,.,,1.0,4,1756/2903.62/8512.27/19.3f;          1925/2903.8/8511.5/19.2f
5599100152,29.0868,-85.1627,29.8,26SEP99:05:41,29.0957,-85.1800,31.6,26SEP99:06:41,4,60,100,J,BL,3,,,,,,,30,0,1.0,3,0529/2905.70/8510.79/18.0f;          0656/2905.4/8510.2/17.0f
5599100153,29.0187,-85.0387,36.8,26SEP99:08:06,29.0330,-85.0518,35.7,26SEP99:09:06,4,60,100,J,BL,3,,,,,,,.,,1.3,4,0755/2901.97/8503.09/19.1f;          0922/2901.5/8502.7/23.2f
5599100154,29.1728,-85.1232,29.1,26SEP99:10:56,29.1795,-85.1415,33.6,26SEP99:11:56,4,60,100,J,BL,3,,,,,,,.,,1.6,4,1042/2910.75/8508.54/18.5f;          1215/2910.6/8507.9/15.9f
5599100155,29.2958,-85.1510,27.8,26SEP99:13:25,29.3110,-85.1633,26.5,26SEP99:14:25,4,60,100,J,BL,3,,,,,,,.,,2.0,4,1314/2918.71/8509.78/14.3f;          1440/2918.1/8509.5/14.5f
5599100156,29.4492,-85.0862,15.7,26SEP99:16:11,29.4602,-85.1022,16.6,26SEP99:17:11,4,60,100,J,BL,3,,,,,,,.,,2.0,4,1600/2927.6/8506.98/9.2f;            1729/2917.2/8505.7/7.9f
5599100157,29.6432,-85.4010,9.3,27SEP99:05:56,29.6608,-85.4095,9.9,27SEP99:06:56,4,60,100,C,BL,15,,,,,,,100,5,1.0,3,0542/2939.55/8524.47/5.0f;           0729/2939.3/8524.5/5.3f
5599100158,29.7858,-85.6275,24.9,27SEP99:09:34,29.7962,-85.6447,24.5,27SEP99:10:34,4,60,100,C,BL,15,,,,,,,100,2,2.0,4,0922/2947.77/8538.69/13.8f;          1054/2947.4/8538.1/13.8f
5599100159,30.0728,-85.7433,18.3,27SEP99:13:13,30.0708,-85.7637,19.0,27SEP99:14:11,4,58,100,J,BL,3,,,,,,,80,0,1.0,3,1303/3004.23/8545.77/10.3f;          1427/3004.4/8544.9/11.5f
5599100160,30.1183,-85.7882,17.7,27SEP99:15:45,30.1177,-85.8093,16.5,27SEP99:16:46,4,61,100,C,BL,15,,,,,,,40,0,0.7,2,1534/3007.04/8548.58/9.1f;
5599100161,30.1485,-85.9147,21.4,27SEP99:18:07,30.1632,-85.9267,22.7,27SEP99:19:05,4,58,100,J,BL,3,,,,,,,30,0,0.6,2,1756/3009.79/8555.61/12.2f;
424100001,29.9900,-88.5662,23.6,03AUG00:19:08,30.0088,-88.5638,23.6,03AUG00:20:12,4,64,100,C,BL,15,26.0,1016.6,8.0,235,,,.,0,0.5,2,1852/3000.5/8833.8/12.5f             2038/2959.62/8833.9/12.8f
424100002,29.7700,-88.4565,34.9,03AUG00:22:56,29.7510,-88.3732,34.2,03AUG00:23:58,4,62,100,J,BL,3,24.0,1017.3,1.0,50,,,.,0,0.2,0,2239/2848.98/8822.4/18.8f;           0042/2945.97/8822.46/19.1f
424100003,29.7538,-88.3733,34.2,04AUG00:01:29,29.7373,-88.3763,34.6,04AUG00:02:47,4,78,100,J,BL,3,24.0,1017.0,4.0,330,,,.,0,0.2,1,0111/2944.1/8822.59/19.0f;           0358/2944.08/8822.05/18.2f
424100004,29.5155,-88.6045,36.6,04AUG00:06:24,29.5003,-88.5962,47.5,04AUG00:07:39,4,75,100,J,BL,3,25.0,1017.5,5.0,310,,,.,0,0.3,1,0604/2930.00/8835.75/22.2f;          0818/2930.67/8836.37/20.0f
424100005,29.5993,-88.8403,11.5,04AUG00:10:02,29.5833,-88.8400,11.9,04AUG00:11:03,4,61,100,J,BL,3,29.0,1019.4,4.0,320,,,.,0,0.2,1,0945/2934.94/8850.39/6.5f;           1125/2935.86/8850.44/6.3f
424100006,29.5858,-88.9113,9.9,04AUG00:12:24,29.5708,-88.9208,10.2,04AUG00:13:25,4,61,100,J,BL,3,31.0,1020.2,2.0,230,,,.,0,0.1,1,1204/2934.26/8855.27/5.6f;           1403/2935l.05/8854.72/5.6f
424100007,29.3995,-88.7837,30.4,04AUG00:15:56,29.3808,-88.7825,36.6,04AUG00:17:08,4,72,100,C,BL,15,31.8,1019.1,4.0,45,,,.,0,0.1,1,1540/2922.81/8846.91/20.1f;          1708/2923.64/8847.14/17.0f
424100008,29.0925,-88.9550,21.4,04AUG00:20:17,29.1078,-88.9795,17.4,04AUG00:21:18,4,61,100,J,BL,3,28.3,1019.0,10.0,280,,,.,0,0.3,2,1959/2906.51/8858.33/9.3f;           2142/2905.7/8859.15/12.5f
424100009,28.9035,-89.8853,39.1,05AUG00:03:51,28.9083,-89.8717,39.3,05AUG00:05:02,4,71,100,J,BL,3,28.0,1017.8,5.0,260,,,.,0,0.3,1,0331/2854.44/8952.32/211.5f;         0530/2854.29/8952.93/21.5f
424100010,28.7168,-90.0498,44.3,05AUG00:07:49,28.7263,-90.0353,44.1,05AUG00:08:50,4,61,100,J,BL,3,30.5,1018.6,9.0,330,,,.,0,0.4,3,0733/2843.61/9002.04/24.2f;          0916/2843.07/9002.83/24.2f
424100011,28.5940,-90.1863,50.1,05AUG00:10:35,28.5978,-90.1708,52.7,05AUG00:11:38,4,63,100,J,BL,3,30.0,1018.9,9.0,290,,,.,0,0.2,2,1018/2835.96/9010.0/29.2f;           1205/2835.0/9011.02/27.5f
424100012,28.6165,-90.2067,48.3,05AUG00:13:00,28.6128,-90.1883,53.4,05AUG00:14:00,4,60,100,J,BL,3,32.0,1018.6,5.0,300,,,.,0,0.2,2,1232/2836.8/9011.08/29.6f;           1435/2836.86/9012.13/233.8f
424100013,28.5060,-90.2363,49.0,05AUG00:15:47,28.4995,-90.2192,50.8,05AUG00:16:46,4,59,100,J,BL,3,32.0,1018.6,5.0,300,,,.,0,0.2,2,1525/2830.00/9013.11/28f;            1709/2830.2/9014.01/27f
424100014,28.8837,-90.5070,15.5,05AUG00:20:42,28.8857,-90.5873,15.7,05AUG00:21:43,4,61,100,C,BL,15,30.0,1016.0,7.0,270,,,.,0,0.3,2,2025/2853.15/9035.24/8.6f;           2208/2853.02/9036.3/8.5f
424100015,28.8025,-90.7355,17.7,05AUG00:23:18,28.8167,-90.7172,17.7,06AUG00:00:25,4,67,100,J,BL,3,27.5,1016.2,7.0,240,,,.,0,0.3,2,2302/2849.03/9043.0/9.7f;            0059/2848.67/9044.03/9.7f
424100016,28.4008,-90.8875,40.6,06AUG00:03:54,28.4020,-90.8825,39.3,06AUG00:05:05,4,71,100,C,BL,15,28.0,1015.8,2.0,180,,,.,0,0.1,1,0336/2824.54/9052.21/21.6f;          0536/2824.11/9052.94/221.f
424100017,28.4007,-91.1230,47.0,06AUG00:07:20,28.4078,-91.1055,45.5,06AUG00:08:21,4,61,100,J,BL,3,29.2,1017.1,,,,,.,0,0.0,0,0704/2824.46/9106.31/24.7f;          0849/2824.04/9107.12/25.7f
424100018,28.6537,-91.5573,29.3,06AUG00:12:18,28.6600,-91.5400,28.7,06AUG00:13:17,4,59,100,J,BL,3,32.0,1017.3,,,T,,.,0,0.1,1,1156/2839.66/9132.41/15.7f           1345/2839.22/9133.24/16
424100019,28.7753,-91.6990,25.1,06AUG00:15:15,28.7778,-91.6797,24.3,06AUG00:16:14,4,59,100,J,BL,3,30.6,1016.3,,,T,,.,0,0.1,1,1455/2846.69/9140.74/13.3f           1630/2846.54/9141.82/13.6f
424100020,28.8398,-91.7615,23.0,06AUG00:17:22,28.8292,-91.7473,23.0,06AUG00:18:59,4,97,100,J,BL,3,32.0,1015.3,,,T,,.,0,0.1,1,ship problems at haulback            1707/2849.73/9144.84/12.6f           1921/2850.27/9145.55/12.1f
424100021,29.0170,-91.9120,16.3,06AUG00:21:25,29.0140,-91.8930,16.1,06AUG00:22:25,4,60,100,J,BL,3,29.8,1016.2,10.0,145,,,.,0,0.3,2,2108/2900.82/9153.49/8.8f;           2251/2900.98/9154.57/8.9f
424100022,29.0287,-91.9603,16.5,06AUG00:23:43,29.0432,-91.9713,15.9,07AUG00:00:47,4,64,100,C,BL,15,29.7,1016.2,11.0,320,,,.,0,0.6,3,2326/2902.57/9158.33/8.6f;           0112/2901.83/9157.7/9.0f
424100023,28.8245,-91.8988,25.2,07AUG00:03:31,28.8357,-91.9132,25.2,07AUG00:04:31,4,60,100,C,BL,15,29.8,1015.9,4.0,180,,,.,0,0.3,1,0312/2850.19/9154.86/13.8f;          0451/2849.64/9154.17/13.8f
424100024,28.8212,-92.0738,27.6,07AUG00:06:21,28.8215,-92.0548,27.4,07AUG00:07:20,4,59,100,J,BL,3,30.5,1016.0,3.0,180,,,.,0,0.2,1,0605/2849.27/9204.43/15.1f;          0852/2843.52/9211.67/19.1f;          last weight not on mainline
424100025,28.7253,-92.1945,34.9,07AUG00:08:52,28.7418,-92.1893,34.0,07AUG00:09:53,4,61,100,C,BL,15,30.5,1017.2,6.0,100,,,.,0,0.2,2,0836/2844.53/9211.32/18.6f;          1016/2843.72/9211.56/19.1f
424100026,28.4570,-92.0762,52.5,07AUG00:12:31,28.4728,-92.0687,51.0,07AUG00:13:34,4,63,100,C,BL,15,30.0,1017.2,10.0,100,T,,70,0,0.5,3,1213/2828.42/9204.06/27.6f           1407/2827.82/9204.19/28.2f
424100027,28.6570,-92.3900,35.3,07AUG00:16:40,28.6483,-92.4062,35.3,07AUG00:17:40,4,60,100,J,BL,3,30.6,1016.2,11.0,100,,,.,0,0.5,3,1623/2838.85/9224.33/18.7f;          1759/2839.3/9223.7/19.3f
424100028,28.4713,-92.4540,51.0,07AUG00:19:40,28.4823,-92.4687,49.9,07AUG00:20:43,4,63,100,J,BL,3,28.3,1016.0,8.0,100,,,.,0,0.3,2,1921/2828.94/9228.13/27.3f;          2113/2828.51/9227.43/27.8f
424100029,28.3477,-92.7553,53.9,07AUG00:23:42,28.3615,-92.7683,54.1,08AUG00:00:45,4,63,100,J,BL,3,30.1,1016.2,12.0,135,,,.,0,1.0,4,2326/2821.7/9246.12/29.4f;           0118/2821.04/9245.44/294f
424100030,28.3295,-93.0113,50.1,08AUG00:03:15,28.3405,-93.0270,50.7,08AUG00:04:24,4,69,100,C,BL,15,30.0,1015.5,17.0,135,,,.,0,1.0,4,0255/2820.41/9301.7/28.1f;           0446/2820.01/9300.9/27.9f
424100031,28.4613,-93.0395,43.9,08AUG00:06:14,28.4735,-93.0527,42.8,08AUG00:07:32,4,78,100,J,BL,3,29.3,1015.6,12.0,140,T,,.,0,1.0,3,0554/2828.39/9303.17/23.5f           0759/2827.99/9302.64/23.7f
424100032,28.6520,-92.6602,34.0,08AUG00:10:47,28.6663,-92.6688,33.6,08AUG00:11:51,4,64,100,J,BL,3,29.1,1017.8,7.0,170,T,,.,0,0.5,3,1031/2840.04/9240.2/18.5f            1235/2839.33/9239.67/18.3f
424100033,29.5110,-93.5172,10.1,08AUG00:21:48,29.5227,-93.5315,10.1,08AUG00:22:49,4,61,100,J,BL,3,29.8,1017.0,10.0,160,,,.,0,0.7,3,2131/2931.37/9331.89/5.5f;           2317/2930.72/9331.07/5.6f
424100034,29.5513,-92.8990,11.7,09AUG00:03:21,29.5637,-92.9130,11.2,09AUG00:04:24,4,63,100,J,BL,3,29.7,1016.9,10.0,160,,,.,0,0.6,3,0301/2933.81/9254.76/6.3f;           0453/2933.16/9254.03/6.4f
424100035,29.3428,-92.4622,10.1,09AUG00:08:07,29.3387,-92.4807,10.4,09AUG00:09:07,4,60,100,J,BL,3,30.2,1019.3,4.0,70,,,.,0,0.2,1,0748/2920.82/9228.95/5.8f;           0931/2920.62/9227.84/5.5f
424100036,29.0900,-92.5745,21.0,09AUG00:11:38,29.0887,-92.5735,21.4,09AUG00:12:48,4,70,100,C,BL,15,30.7,1017.4,3.0,75,,,.,0,0.2,1,1121/2905.4/9234.47/11.5f;           1319/2904.53/9233.93/11.8f
424100037,28.9167,-92.6792,24.7,09AUG00:14:50,28.9300,-92.6865,24.5,09AUG00:15:52,4,62,100,J,BL,3,30.1,1019.8,5.0,125,,,.,0,0.2,1,1434/2855.93/9241.24/13.4f;          1614/2855.1/9240.85/13.5f
424100038,28.9717,-92.8095,22.9,09AUG00:17:33,28.9852,-92.8100,23.0,09AUG00:18:29,4,56,100,J,BL,3,30.5,1018.2,6.0,135,,,.,0,0.2,1,1718/2859.12/9248.57/12.6f;          1855/2858.46/9248.0/12.5f
424100039,29.2142,-93.0518,17.0,09AUG00:21:41,29.2268,-93.0647,17.0,09AUG00:22:41,4,60,100,C,BL,15,30.0,1018.6,12.0,165,,,.,0,0.6,3,2125/2913.61/9309.88/9.3f;           2307/2192.97/9303.16/9.5f
424100040,29.3112,-93.0678,16.5,10AUG00:00:39,29.3260,-93.0800,16.3,10AUG00:01:43,4,64,100,J,BL,3,29.0,1017.3,8.0,185,,,.,0,0.5,2,0021/2919.55/9304.84/8.9f;           0219/2918.8/9304.1/9.1f
424100041,29.0120,-93.2762,23.4,10AUG00:05:11,29.0243,-93.2870,53.6,10AUG00:06:08,4,57,100,C,BL,15,29.3,1018.5,6.0,180,,,.,0,0.6,2,0452/2901.49/9317.31/12.8f           0634/2900.94/9316.67/12.8f
424100042,29.0372,-93.2982,22.7,10AUG00:07:19,29.0512,-93.3088,22.9,10AUG00:08:19,4,60,100,J,BL,3,29.1,1018.6,6.0,290,,,.,0,0.4,2,0702/2903.08/9318.56/12.5f;          0843/2902.33/9317.93/12.4f
424100043,29.0260,-93.4432,21.2,10AUG00:09:59,29.0420,-93.4475,20.7,10AUG00:10:59,4,60,100,J,BL,3,29.3,1019.5,3.0,280,,,.,0,0.2,1,0942;/2902.61/9326.92/11.2f;         1121/2901.67/9326.59/11.4f
424100044,29.0578,-93.7953,29.6,10AUG00:13:50,29.0758,-93.7995,18.1,10AUG00:14:48,4,58,100,J,BL,3,30.5,1018.8,,,,,.,0,0.2,0,1332/2904.6/9347.98/10.0f;           1514/2903.65/9347.74/10.2f
424100045,29.2190,-93.7110,14.6,10AUG00:16:57,29.2212,-93.7110,14.4,10AUG00:18:16,4,79,100,J,BL,3,31.0,1017.1,,,,,.,0,0.2,0,1640/2914.13/9242.92/7.5f;           1816/2913.27/9342.66/7.9f
424100046,29.4817,-94.0847,11.0,10AUG00:21:56,29.4965,-94.0843,11.0,10AUG00:22:57,4,61,100,J,BL,3,30.2,1015.7,10.0,190,,,.,0,0.5,3,2140/2929.9/9405.62/6f;              2329/2929.03/9405.02/6.2f
424100047,29.3747,-94.5097,11.7,11AUG00:02:27,29.3918,-94.5027,11.5,11AUG00:03:29,4,62,100,C,BL,15,28.7,1015.8,12.0,230,,,.,0,0.6,3,0208/2923.53/9430.19/6.3f;           0408/2922.78/9430.39/6.4f
424100048,29.0353,-94.7097,17.7,11AUG00:07:33,29.0368,-94.7072,17.2,11AUG00:08:33,4,60,100,J,BL,3,28.5,1016.5,13.0,295,,,.,0,0.6,3,0714/2902.21/9441.46/9.5f;           0859/2902.12/9442.48/9.6f
424100049,29.0835,-94.4627,15.5,11AUG00:10:49,29.0940,-94.4467,15.5,11AUG00:11:49,4,60,100,J,BL,3,28.8,1018.2,9.0,280,,,.,0,0.3,3,1032/2905.71/9426.81/8.5f;           1216/2905.07/9427.59/8.5f
424100050,29.1582,-94.2255,11.9,11AUG00:14:35,29.1715,-94.2125,11.3,11AUG00:15:33,4,58,100,C,BL,15,29.6,1015.3,9.0,216,,,.,0,0.3,1,1416/2910.39/9412.69/6.4f;           1559/2909.54/9413.43/16.6f
424100051,29.0080,-94.2490,17.2,11AUG00:17:17,29.0248,-94.2445,17.6,11AUG00:18:16,4,59,100,C,BL,15,30.5,1014.2,12.0,210,,,.,0,0.3,1,1700/2901.55/9414.69/9.6f;           1839/2900.65/9414.85/9.4f
424100052,28.9990,-94.3740,14.3,11AUG00:19:44,29.0122,-94.3737,14.6,11AUG00:20:46,4,62,100,J,BL,3,30.0,1014.4,8.0,210,,,.,0,0.6,2,1928/2900.92/9422.94/8f;             2110/2900.06/9422.65/7.6f
424100053,28.9925,-94.3925,15.2,11AUG00:21:38,29.0075,-94.3838,14.8,11AUG00:22:39,4,61,100,J,BL,3,29.4,1015.0,6.0,220,,,.,0,0.3,2,2122/2900.49/9423.02/8.1f;           2304/2859.61/9423.5/8.4f
424100054,28.5373,-94.1777,36.0,12AUG00:02:28,28.5545,-94.1857,35.1,12AUG00:03:30,4,62,100,J,BL,3,28.5,1019.5,6.0,216,,,.,0,0.3,2,0210/2833.25/9411.20/19.2f;          0404/2832.53/9410.68/19.7f
424100055,28.3585,-94.2442,45.9,12AUG00:05:36,28.3753,-94.2453,45.5,12AUG00:06:39,4,63,100,J,BL,3,28.3,1014.7,3.0,240,,,.,0,0.2,1,0520/2882.52/9414.73/24.8f;          0708/2821.83/9414.59/25.1f
424100056,28.3455,-93.8260,54.1,12AUG00:09:51,28.3625,-93.8295,53.4,12AUG00:10:51,4,60,100,J,BL,3,29.2,1015.3,4.0,310,,,.,0,0.1,1,0935/2821.81/9349.76/29.0f;          1115/2820.95/9349.65/29.4f
424100057,28.4175,-93.7973,48.3,12AUG00:12:35,28.4347,-93.7968,47.4,12AUG00:13:58,4,83,100,C,BL,15,29.2,1015.3,5.0,310,,,.,0,0.1,0,1220/2826.16/9347.84/25.6f;          1432/2825.09/9347.82/26.4f
424100058,28.4555,-93.5648,45.4,12AUG00:16:08,28.4723,-93.5638,43.7,12AUG00:17:09,4,61,100,J,BL,3,29.6,1013.5,3.0,345,,,.,0,0.1,0,1556/2828.38/9333.83/23.9f;          1733/2827.53/9333.85/24.5
424100059,29.5942,-87.7845,37.5,16AUG00:01:45,29.5963,-87.7640,39.7,16AUG00:02:51,4,66,100,J,BL,3,30.0,1019.6,12.0,295,,,.,0,0.6,3,0126/2935.81/8745.86/21.5f;          0325/2935.62/8746.16/20.3f
424100060,29.6368,-87.7303,34.4,16AUG00:04:24,29.6345,-87.7097,35.8,16AUG00:05:27,4,63,100,J,BL,3,29.8,1019.8,13.0,325,,,.,0,0.5,4,0406/2938.09/8742.58/19.3f;          0558/2938.15/8743.58/19.3f
424100061,29.6457,-87.7020,35.1,16AUG00:06:46,29.6428,-87.6833,35.7,16AUG00:07:47,4,61,100,J,BL,3,29.8,1019.8,12.0,330,,,.,0,0.5,3,0630/2938.58/8740.99/19.5f;          0811/2938.69/8741.92/19.3f
424100062,29.9403,-87.6505,30.0,16AUG00:10:28,29.9332,-87.6338,30.7,16AUG00:11:28,4,60,100,C,BL,15,30.7,1021.1,5.0,335,,,.,0,0.3,2,1013/2955.97/8737.94/16.8f;          1155/2956.34/8738.91/16.6f
424100063,29.9175,-87.4740,33.6,16AUG00:13:27,29.9038,-87.4603,31.5,16AUG00:14:34,4,67,100,J,BL,3,31.9,1018.0,10.0,240,T,,.,0,0.1,2,1310/2954.16/8727.6/17.4f            1525/2954.97/8728.4/18.4
424100064,30.3005,-86.8843,25.8,16AUG00:19:55,30.3127,-86.8722,22.5,16AUG00:20:57,4,62,100,J,BL,3,31.4,1017.0,10.0,245,,,.,0,0.3,3,1939/3018.82/8652.33/12.2f;          2132/3018.13/8652.87/14.0f
424100065,30.3175,-86.7208,20.1,16AUG00:22:54,30.3238,-86.7025,20.1,16AUG00:23:57,4,63,100,J,BL,3,30.3,1017.4,7.0,265,,,.,0,0.3,2,2238/3019.45/8642.16/11.0f;          0026/3019.11/8642.93/11.0f
424100066,30.0875,-86.7245,54.5,17AUG00:02:07,30.0972,-86.7077,54.1,17AUG00:03:06,4,59,100,C,BL,15,30.1,1016.5,6.0,260,,,.,0,0.3,2,0149/3005.92/8642.38/26.5f;          0337/3005.31/8643.32/29.8f
424100067,30.0687,-86.0458,29.1,17AUG00:07:56,30.0745,-86.0280,29.1,17AUG00:08:56,4,60,100,J,BL,3,30.5,1017.4,6.0,250,,,.,0,0.3,2,0739/3004.12/8602.75/15.9f;          0925/3004.13/8602.65/15.0f
424100068,30.0388,-85.9192,28.2,17AUG00:10:37,30.0480,-85.9042,28.5,17AUG00:11:37,4,60,100,J,BL,3,31.5,1018.0,7.0,250,,,.,0,0.3,2,1022/3002.93/8554.16/15.0f;          1206/3002.36/8555.11/15.7f
