STATIONKEY,TAXON,NUMBER,WEIGHT,WTCODE
40277125,CARCHARHINUS PLUMBEUS,2,106.0,E
40277125,RHIZOPRIONODON TERRAENOVAE,1,2.7,
40277125,SPHYRAENA BARRACUDA,1,4.1,
40277126,CARCHARHINUS FALCIFORMIS,1,4.3,
40277127,EPINEPHELUS MORIO,5,7.0,
40277127,RHIZOPRIONODON TERRAENOVAE,7,21.7,
40277128,CARCHARHINUS ACRONOTUS,1,3.2,
40277128,GINGLYMOSTOMA CIRRATUM,1,63.5,E
40277129,CARCHARHINUS ACRONOTUS,1,1.4,
40277129,CARCHARHINUS FALCIFORMIS,1,5.5,
40277129,EPINEPHELUS MORIO,3,8.4,
40277129,GINGLYMOSTOMA CIRRATUM,2,110.8,E
40277130,CARCHARHINUS ACRONOTUS,1,5.4,
40277130,CARCHARHINUS ACRONOTUS,1,1.4,E
40277130,ELOPS SAURUS,1,1.3,
40277130,ELOPS SAURUS,1,,D
40277130,GINGLYMOSTOMA CIRRATUM,1,16.9,E
40277130,RHIZOPRIONODON TERRAENOVAE,1,1.6,E
40277130,SPHYRNA MOKARRAN,1,20.0,
40277131,SPHYRAENA BARRACUDA,1,5.5,
40277132,CARCHARHINUS ACRONOTUS,18,83.2,
40277132,CARCHARHINUS ACRONOTUS,3,13.8,E
40277132,CARCHARHINUS LIMBATUS,2,37.0,
40277132,CARCHARHINUS LIMBATUS,1,20.8,E
40277132,RHIZOPRIONODON TERRAENOVAE,7,18.3,
40277133,EPINEPHELUS DRUMMONDHAYI,1,15.4,
40277133,MUSTELUS SINUSMEXICANUS,1,4.8,
40277134,ECHENEIS NAUCRATES,1,1.3,
40277134,MUSTELUS CANIS,1,10.0,
40277135,EPINEPHELUS FLAVOLIMBATUS,1,4.0,
40277136,EPINEPHELUS FLAVOLIMBATUS,9,47.9,
40277136,EPINEPHELUS NIVEATUS,1,2.0,
40277138,EPINEPHELUS FLAVOLIMBATUS,1,2.8,
40277139,EPINEPHELUS FLAVOLIMBATUS,2,3.9,
40277140,CAULOLATILUS MICROPS,1,1.2,
40277140,EPINEPHELUS FLAVOLIMBATUS,5,19.1,
40277140,MUSTELUS CANIS,1,2.9,
40277141,ECHENEIS NAUCRATES,1,1.7,
40277141,EPINEPHELUS DRUMMONDHAYI,3,41.5,
40277142,DIPLECTRUM FORMOSUM,1,0.8,
40277142,RHIZOPRIONODON TERRAENOVAE,4,11.0,
40277142,SPHYRAENA BARRACUDA,1,6.5,
40277143,CARCHARHINUS ACRONOTUS,1,11.0,
40277143,CARCHARHINUS LIMBATUS,1,16.1,E
40277143,EPINEPHELUS MORIO,5,7.8,
40277143,RHIZOPRIONODON TERRAENOVAE,15,47.2,
40277144,CARCHARHINUS ACRONOTUS,1,6.6,
40277144,PRIONOTUS TRIBULUS,1,0.5,
40277145,CARCHARHINUS ACRONOTUS,2,2.4,
40277145,LAGODON RHOMBOIDES,1,,D
40277145,RHIZOPRIONODON TERRAENOVAE,1,1.7,
40277145,SPHYRNA MOKARRAN,1,27.0,
40277146,CARCHARHINUS ACRONOTUS,1,3.2,
40277146,EPINEPHELUS MORIO,8,11.7,
40277146,RHIZOPRIONODON TERRAENOVAE,2,4.7,
40277147,EPINEPHELUS MORIO,2,6.6,
40277147,LUTJANUS CAMPECHANUS,1,2.6,
40277147,TRACHINOCEPHALUS MYOPS,1,0.4,
40277148,CARCHARHINUS ALTIMUS,1,9.2,
40277149,MUSTELUS CANIS,1,6.3,
40277149,OPHICHTHUS PUNCTICEPS,2,0.9,
40277151,RAJA EGLANTERIA,1,1.2,
40277152,CARCHARHINUS ACRONOTUS,1,6.6,
40277152,EPINEPHELUS MORIO,23,42.3,
40277154,CARCHARHINUS ACRONOTUS,3,3.4,
40277155,ARIUS FELIS,1,0.4,
40277155,CARCHARHINUS ACRONOTUS,2,15.0,
40277155,EPINEPHELUS MORIO,2,8.6,
40277155,MYCTEROPERCA MICROLEPIS,1,1.5,
40277155,OPSANUS PARDUS,3,0.7,
40277156,CARCHARHINUS ACRONOTUS,2,6.9,
40277156,CARCHARHINUS ACRONOTUS,1,5.0,E
40283038,SQUALUS CUBENSIS,2,1.5,
40283039,LOPHOLATILUS CHAMAELEONTICEPS,4,10.2,
40283039,PONTINUS LONGISPINIS,1,0.1,E
40283039,UROPHYCIS CIRRATUS,2,2.4,
40283040,MYCTEROPERCA PHENAX,1,1.3,
40283040,SERIOLA RIVOLIANA,1,2.1,
40283041,CARCHARHINUS ACRONOTUS,3,22.7,
40283042,ARIUS FELIS,1,0.5,
40283042,CARCHARHINUS ACRONOTUS,3,21.0,
40283042,OPHICHTHUS PUNCTICEPS,1,0.1,E
40283043,CARCHARHINUS ACRONOTUS,4,22.5,
40283043,RHIZOPRIONODON TERRAENOVAE,15,65.6,
40283043,RHIZOPRIONODON TERRAENOVAE,2,8.0,E
40283044,CARCHARHINUS ACRONOTUS,3,7.7,
40283044,CARCHARHINUS PLUMBEUS,2,70.0,
40283044,RHIZOPRIONODON TERRAENOVAE,1,2.5,
40283044,SPHYRNA LEWINI,1,103.1,E
40283045,CARCHARHINUS FALCIFORMIS,3,49.8,
40283045,CARCHARHINUS PLUMBEUS,1,34.0,
40283045,RHIZOPRIONODON TERRAENOVAE,5,12.6,
40283045,SPHYRNA LEWINI,1,42.0,
40283046,MUSTELUS CANIS,1,9.4,
40283047,CARCHARHINUS PLUMBEUS,1,40.0,E
40283047,EPINEPHELUS MORIO,2,7.4,
40283047,RHIZOPRIONODON TERRAENOVAE,1,1.0,
40283048,CARCHARHINUS ACRONOTUS,1,5.9,
40283048,GALEOCERDO CUVIERI,1,2.4,
40283048,RHIZOPRIONODON TERRAENOVAE,4,11.0,
40283049,BAGRE MARINUS,5,6.0,
40283049,CARCHARHINUS,1,36.0,E
40283049,CARCHARHINUS ACRONOTUS,4,31.7,
40283049,CARCHARHINUS BREVIPINNA,1,2.3,
40283049,CARCHARHINUS BREVIPINNA,1,2.2,E
40283049,CARCHARHINUS LIMBATUS,1,26.0,
40283049,CARCHARHINUS PLUMBEUS,1,46.0,E
40283049,RHIZOPRIONODON TERRAENOVAE,4,17.4,
40283050,CARCHARHINUS ACRONOTUS,1,8.0,
40283050,CARCHARHINUS PLUMBEUS,1,12.0,E
40283050,GALEOCERDO CUVIERI,1,16.0,
40283050,RHIZOPRIONODON TERRAENOVAE,1,4.2,
40283050,TRACHINOCEPHALUS MYOPS,1,0.1,E
40283051,LOPHOLATILUS CHAMAELEONTICEPS,6,17.4,
40283051,SQUALUS,1,1.9,
40283052,LOPHOLATILUS CHAMAELEONTICEPS,1,5.1,
40283052,SQUALUS,6,9.7,
40283054,LOPHOLATILUS CHAMAELEONTICEPS,2,5.1,
40283055,CAULOLATILUS MICROPS,3,8.4,
40283055,EPINEPHELUS FLAVOLIMBATUS,3,7.1,
40283055,MUSTELUS NORRISI,1,6.0,E
40283055,SPHYRAENA BARRACUDA,1,3.6,
40283056,CARCHARHINUS PLUMBEUS,1,67.0,
40283057,RHIZOPRIONODON TERRAENOVAE,1,2.0,
40283059,CARCHARHINUS FALCIFORMIS,2,5.9,
40283059,TRACHINOCEPHALUS MYOPS,1,0.2,E
40283061,EPINEPHELUS DRUMMONDHAYI,1,4.6,
40283062,CAULOLATILUS MICROPS,1,3.1,
40283064,CARCHARHINUS FALCIFORMIS,1,30.0,
40283065,CARCHARHINUS FALCIFORMIS,1,2.7,
40283065,GALEOCERDO CUVIERI,1,12.5,
40283065,MUSTELUS SINUSMEXICANUS,1,7.1,
40283065,SPHYRAENA BARRACUDA,1,10.2,
40283066,CARCHARHINUS ACRONOTUS,1,7.3,
40283066,CARCHARHINUS FALCIFORMIS,1,6.7,
40283066,GALEOCERDO CUVIERI,1,14.5,
40283066,RHIZOPRIONODON TERRAENOVAE,1,2.9,
40283066,SPHYRAENA BARRACUDA,1,3.9,
40283067,CARCHARHINUS PLUMBEUS,1,32.0,E
40283070,TRACHINOCEPHALUS MYOPS,2,0.5,E
40283073,GINGLYMOSTOMA CIRRATUM,1,62.0,
40283074,CARCHARHINUS LEUCAS,1,97.0,E
40283074,EPINEPHELUS MORIO,2,3.7,
40283074,EPINEPHELUS MORIO,1,,D
40283074,GINGLYMOSTOMA CIRRATUM,1,62.0,E
40283074,LUTJANUS SYNAGRIS,1,0.1,
40283075,EPINEPHELUS MORIO,5,15.0,
40283075,GINGLYMOSTOMA CIRRATUM,1,62.0,E
40283076,EPINEPHELUS MORIO,1,1.3,
40283076,GALEOCERDO CUVIERI,1,4.5,
40283078,EPINEPHELUS MORIO,3,8.0,
40283078,MYCTEROPERCA MICROLEPIS,1,5.2,
40283078,RHIZOPRIONODON TERRAENOVAE,2,3.1,
40283079,EPINEPHELUS MORIO,1,2.0,
40283080,CARCHARHINUS ACRONOTUS,1,1.0,
40283080,LAGODON RHOMBOIDES,1,0.1,E
40283081,CARCHARHINUS ACRONOTUS,3,14.2,
40283081,EPINEPHELUS MORIO,1,4.0,
40283082,CARCHARHINUS ACRONOTUS,1,3.3,
40283082,LAGODON RHOMBOIDES,1,0.2,
40283082,SPHYRAENA BARRACUDA,1,13.0,
40283083,CARCHARHINUS ACRONOTUS,1,3.3,
40283083,CARETTA CARETTA,1,40.0,E
40283083,RHIZOPRIONODON TERRAENOVAE,1,1.8,
40283084,GALEOCERDO CUVIERI,1,3.2,
40283085,CARCHARHINUS ACRONOTUS,2,14.0,
40283085,GINGLYMOSTOMA CIRRATUM,1,85.0,
40283086,CARCHARHINUS ACRONOTUS,2,7.0,
40283086,EPINEPHELUS MORIO,1,3.5,
40283086,GALEOCERDO CUVIERI,1,25.0,E
40283086,SPHYRAENA BARRACUDA,1,5.6,
40283087,MUSTELUS NORRISI,3,10.2,
40283088,EPINEPHELUS MORIO,1,4.9,
40283089,CARCHARHINUS ACRONOTUS,1,3.7,
40283089,GINGLYMOSTOMA CIRRATUM,1,56.0,
40283089,GINGLYMOSTOMA CIRRATUM,1,46.9,E
40283089,RHIZOPRIONODON TERRAENOVAE,1,2.5,
40283090,LOPHOLATILUS CHAMAELEONTICEPS,3,9.8,
40283091,MUSTELUS CANIS,1,4.1,
40283092,LUTJANUS CAMPECHANUS,3,14.9,
40283092,MUSTELUS SINUSMEXICANUS,1,5.8,
40283092,RHIZOPRIONODON TERRAENOVAE,3,14.0,
40283092,SPHYRNA LEWINI,3,20.4,
40283093,LUTJANUS CAMPECHANUS,2,5.3,
40283093,RHIZOPRIONODON TERRAENOVAE,2,9.0,
40283094,EPINEPHELUS NIGRITUS,1,6.1,
40283094,LUTJANUS CAMPECHANUS,2,8.0,
40283094,LUTJANUS CAMPECHANUS,1,3.8,E
40283094,MUSTELUS SINUSMEXICANUS,1,4.1,
40283094,OPHICHTHUS REX,3,4.2,E
40283094,RHIZOPRIONODON TERRAENOVAE,1,4.9,
40283095,CARCHARHINUS BREVIPINNA,1,2.1,
40283095,CARCHARHINUS LIMBATUS,1,28.0,
40283095,DASYATIS AMERICANA,3,71.8,
40283095,GALEOCERDO CUVIERI,1,26.0,
40283095,RHIZOPRIONODON TERRAENOVAE,10,22.6,
40283095,SPHYRNA TIBURO,1,3.3,
40283096,CARCHARHINUS BREVIPINNA,1,2.4,
40283096,OPHICHTHUS REX,1,2.0,E
40283096,RHIZOPRIONODON TERRAENOVAE,13,51.3,
40283097,CARCHARHINUS SIGNATUS,1,1.5,
40283097,CENTROPHORUS GRANULOSUS,2,6.0,
40283098,CARCHARHINUS FALCIFORMIS,1,6.3,
40283098,CARCHARHINUS FALCIFORMIS,1,10.0,E
40283098,CENTROPHORUS GRANULOSUS,15,98.4,
40283098,CENTROPHORUS GRANULOSUS,1,6.0,E
40283098,MUSTELUS CANIS,1,6.2,
40283098,OPHICHTHUS REX,1,10.0,
40283098,OPHICHTHUS REX,10,97.0,E
40283099,CENTROPHORUS GRANULOSUS,2,3.8,
40283099,LOPHOLATILUS CHAMAELEONTICEPS,1,6.0,
40283099,OPHICHTHUS REX,1,7.0,E
40283100,LOPHOLATILUS CHAMAELEONTICEPS,2,3.1,
40283101,EPINEPHELUS FLAVOLIMBATUS,3,12.3,
40283101,HEPTRANCHIAS PERLO,1,1.8,
40283101,LOPHOLATILUS CHAMAELEONTICEPS,4,13.8,
40283101,UROPHYCIS CIRRATUS,2,2.6,
40283102,LOPHOLATILUS CHAMAELEONTICEPS,3,10.4,
40283102,RUVETTUS PRETIOSUS,1,12.0,
40283103,EPINEPHELUS FLAVOLIMBATUS,1,9.8,
40283103,LOPHOLATILUS CHAMAELEONTICEPS,3,14.2,
40283104,CARCHARHINUS ACRONOTUS,6,60.5,
40283104,CARCHARHINUS ACRONOTUS,1,15.0,E
40283104,CARCHARHINUS LIMBATUS,1,6.0,
40283105,CARCHARHINUS BREVIPINNA,1,29.0,
40283105,RHIZOPRIONODON TERRAENOVAE,4,4.0,
40283105,RHIZOPRIONODON TERRAENOVAE,1,0.0,D
40283106,BAGRE MARINUS,2,2.2,
40283106,BAGRE MARINUS,1,,D
40283106,CARCHARHINUS LIMBATUS,1,32.0,
40283106,CARCHARHINUS LIMBATUS,1,25.0,E
40283106,RHIZOPRIONODON TERRAENOVAE,2,6.8,
40283106,RHIZOPRIONODON TERRAENOVAE,1,,D
40283107,CARCHARHINUS ACRONOTUS,2,18.3,
40283109,CARCHARHINUS ACRONOTUS,3,32.5,
40283109,LUTJANUS CAMPECHANUS,1,10.2,
40283109,OPHICHTHUS REX,1,5.0,E
40283110,CARCHARHINUS ACRONOTUS,1,8.0,
40283110,LUTJANUS CAMPECHANUS,1,5.5,
40283110,RHIZOPRIONODON TERRAENOVAE,4,12.7,
40283111,GALEOCERDO CUVIERI,1,61.0,
40283111,RHIZOPRIONODON TERRAENOVAE,4,16.7,
40283111,RHIZOPRIONODON TERRAENOVAE,1,0.0,D
40283112,CARCHARHINUS PLUMBEUS,1,40.0,E
40283112,RACHYCENTRON CANADUM,1,9.8,
40283112,RHIZOPRIONODON TERRAENOVAE,1,1.8,
40283113,CARCHARHINUS ACRONOTUS,10,71.3,
40283113,CARCHARHINUS ACRONOTUS,1,8.0,E
40283113,CARCHARHINUS LIMBATUS,2,52.0,E
40283113,RHIZOPRIONODON TERRAENOVAE,2,7.5,
40283114,BAGRE MARINUS,1,1.5,E
40283114,CARCHARHINUS ACRONOTUS,1,8.7,
40283114,CARCHARHINUS ACRONOTUS,1,8.0,E
40283114,CARCHARHINUS BREVIPINNA,1,7.2,
40283114,CARCHARHINUS LEUCAS,1,49.0,
40283114,CARCHARHINUS LIMBATUS,6,189.0,
40283114,CARCHARHINUS LIMBATUS,1,21.0,E
40283114,RHIZOPRIONODON TERRAENOVAE,2,7.6,
40283114,SCIAENOPS OCELLATA,1,10.0,
40283115,CARCHARHINUS ACRONOTUS,4,26.6,
40283116,CARCHARHINUS ACRONOTUS,4,29.0,
40283116,RHIZOPRIONODON TERRAENOVAE,6,22.5,
40283117,BAGRE MARINUS,2,2.9,
40283117,CARCHARHINUS ACRONOTUS,3,23.0,
40283117,CARCHARHINUS LIMBATUS,1,14.5,
40283117,GALEOCERDO CUVIERI,1,55.0,
40283117,RHIZOPRIONODON TERRAENOVAE,4,7.0,
40283117,RHIZOPRIONODON TERRAENOVAE,1,,D
40283118,CARCHARHINUS ACRONOTUS,8,62.9,
40283118,CARCHARHINUS ACRONOTUS,2,15.0,E
40283118,CARCHARHINUS LIMBATUS,1,9.0,
40283118,RHIZOPRIONODON TERRAENOVAE,3,13.8,
40283118,SPHYRNA TIBURO,1,8.5,
40283119,CARCHARHINUS ACRONOTUS,4,32.0,
40283119,CARCHARHINUS LIMBATUS,1,16.5,
40283119,CARCHARHINUS LIMBATUS,1,21.0,E
40283119,RHIZOPRIONODON TERRAENOVAE,2,6.8,
40283120,CARCHARHINUS ACRONOTUS,1,11.0,
40283120,CARCHARHINUS LIMBATUS,1,30.0,
40283120,RHIZOPRIONODON TERRAENOVAE,1,4.6,
40283120,SPHYRNA LEWINI,1,40.0,E
40283121,CARCHARHINUS ACRONOTUS,1,0.7,
40283121,LUTJANUS CAMPECHANUS,1,9.4,
40283121,RHIZOPRIONODON TERRAENOVAE,5,19.9,
40283122,EPINEPHELUS MORIO,2,3.1,
40283122,RHIZOPRIONODON TERRAENOVAE,7,12.6,
40283122,SERIOLA FASCIATA,1,1.5,
40283123,MUSTELUS SINUSMEXICANUS,1,6.8,
40283123,RHOMBOPLITES AURORUBENS,1,0.1,
40283124,RHIZOPRIONODON TERRAENOVAE,9,16.5,
40283124,RHIZOPRIONODON TERRAENOVAE,1,0.0,D
40283125,GALEOCERDO CUVIERI,5,21.0,
40283126,GALEOCERDO CUVIERI,2,8.3,
40283127,ECHENEIS NAUCRATES,1,1.3,
40283127,EPINEPHELUS MORIO,4,15.7,
40283127,EPINEPHELUS MORIO,1,0.0,D
40283128,EPINEPHELUS MORIO,2,14.3,
40283128,GALEOCERDO CUVIERI,2,7.8,
40283128,GALEOCERDO CUVIERI,1,17.0,E
40283129,CARCHARHINUS ACRONOTUS,1,4.5,
40283129,GALEOCERDO CUVIERI,1,4.5,
40283130,RHIZOPRIONODON TERRAENOVAE,3,1.6,
40283131,EPINEPHELUS MORIO,1,0.3,
40283131,GALEOCERDO CUVIERI,1,54.0,
40283131,GINGLYMOSTOMA CIRRATUM,1,70.0,
40283132,CENTROPRISTIS STRIATUS,1,1.0,
40283132,EPINEPHELUS MORIO,1,0.9,
40283132,GINGLYMOSTOMA CIRRATUM,1,64.0,
40283132,GINGLYMOSTOMA CIRRATUM,1,63.0,E
40283133,SPHYRNA MOKARRAN,1,60.0,
40283134,EPINEPHELUS MORIO,3,7.9,
40283134,RHIZOPRIONODON TERRAENOVAE,1,2.3,
40283134,RHOMBOPLITES AURORUBENS,1,0.2,
40283135,EPINEPHELUS NIGRITUS,1,13.9,
40283135,UROPHYCIS FLORIDANUS,1,0.3,
40283136,CARCHARHINUS FALCIFORMIS,1,3.1,
40283136,RHIZOPRIONODON TERRAENOVAE,6,13.8,
40283137,CARCHARHINUS PLUMBEUS,1,36.0,
40283137,RHIZOPRIONODON TERRAENOVAE,1,2.1,
40283137,SPHYRAENA BARRACUDA,1,4.2,
40283138,GALEOCERDO CUVIERI,1,3.4,
40283138,LAGODON RHOMBOIDES,1,0.2,
40283139,CARCHARHINUS PLUMBEUS,1,53.0,E
40283139,TRACHINOCEPHALUS MYOPS,2,0.3,
40283140,CARCHARHINUS PLUMBEUS,1,32.0,
40283141,EPINEPHELUS MORIO,1,3.0,
40283141,POMATOMUS SALTATRIX,1,1.1,D
40283142,CARCHARHINUS ACRONOTUS,3,18.6,
40283142,MUSTELUS SINUSMEXICANUS,1,6.0,
40283142,RHIZOPRIONODON TERRAENOVAE,38,118.5,
40283143,CARCHARHINUS ACRONOTUS,3,15.6,
40283143,CARCHARHINUS PLUMBEUS,1,50.0,E
40283143,RHIZOPRIONODON TERRAENOVAE,24,86.4,
40283144,GINGLYMOSTOMA CIRRATUM,1,55.0,
40283145,EPINEPHELUS FLAVOLIMBATUS,2,13.1,
40283145,EPINEPHELUS NIGRITUS,1,3.0,
40283145,GYMNOTHORAX KOLPOS,1,2.1,
40283145,LOPHOLATILUS CHAMAELEONTICEPS,1,4.5,
40283145,NEOMERINTHE HEMINGWAYI,1,1.3,
40288033,CARCHARHINUS FALCIFORMIS,1,16.0,
40288033,MUSTELUS,1,9.7,
40288035,CAULOLATILUS MICROPS,1,1.8,
40288035,EPINEPHELUS FLAVOLIMBATUS,3,5.4,
40288035,MURAENA RETIFERA,2,2.2,
40288036,MUSTELUS CANIS,1,7.2,
40288036,SCYLIORHINUS RETIFER,1,0.5,
40288037,EPINEPHELUS FLAVOLIMBATUS,1,2.6,
40288038,EPINEPHELUS FLAVOLIMBATUS,2,6.8,
40288039,CARCHARHINUS FALCIFORMIS,2,5.3,
40288039,CORYPHAENA HIPPURUS,1,5.6,
40288039,MUSTELUS,1,5.4,
40288039,OPHICHTHUS PUNCTICEPS,1,0.3,
40288040,CARCHARHINUS PLUMBEUS,1,45.0,
40288040,MUSTELUS,2,16.0,
40288040,RHOMBOPLITES AURORUBENS,1,0.1,
40288041,CARCHARHINUS PLUMBEUS,1,30.0,
40288041,EPINEPHELUS MORIO,1,14.0,
40288041,SPHYRAENA BARRACUDA,6,39.8,
40288042,CARCHARHINUS PLUMBEUS,1,57.0,E
40288043,GALEOCERDO CUVIERI,1,13.0,
40288044,CARCHARHINUS ACRONOTUS,1,3.3,
40288044,RHIZOPRIONODON TERRAENOVAE,16,34.6,
40288045,CARCHARHINUS ACRONOTUS,4,27.0,
40288045,CARCHARHINUS ACRONOTUS,1,6.6,E
40288045,DASYATIS AMERICANA,1,25.0,
40288045,RACHYCENTRON CANADUM,1,10.0,
40288045,RHIZOPRIONODON TERRAENOVAE,16,36.6,
40288046,CARCHARHINUS ACRONOTUS,11,78.7,
40288046,RHIZOPRIONODON TERRAENOVAE,18,40.8,
40288046,SPHYRAENA BARRACUDA,1,5.7,
40288047,CARCHARHINUS LEUCAS,1,30.0,
40288047,CARCHARHINUS LIMBATUS,1,15.0,
40288047,EPINEPHELUS MORIO,1,2.2,
40288048,CARCHARHINUS ACRONOTUS,1,5.0,
40288048,CARCHARHINUS LIMBATUS,1,13.0,
40288048,GINGLYMOSTOMA CIRRATUM,1,45.6,
40288048,RHIZOPRIONODON TERRAENOVAE,2,0.7,
40288048,RHIZOPRIONODON TERRAENOVAE,1,,C
40288049,CARCHARHINUS LEUCAS,1,77.7,E
40288049,RHIZOPRIONODON TERRAENOVAE,4,4.4,
40288049,RHIZOPRIONODON TERRAENOVAE,1,,C
40288050,CARCHARHINUS ACRONOTUS,1,2.4,
40288050,CARCHARHINUS FALCIFORMIS,1,3.0,
40288050,GALEOCERDO CUVIERI,1,80.0,
40288050,GALEOCERDO CUVIERI,1,38.8,E
40288050,RHIZOPRIONODON TERRAENOVAE,21,29.8,
40288051,CARCHARHINIDAE,1,40.0,E
40288051,EPINEPHELUS MORIO,7,26.5,
40288051,RHIZOPRIONODON TERRAENOVAE,13,20.9,
40288052,EPINEPHELUS MORIO,8,19.2,
40288052,EPINEPHELUS MORIO,1,,C
40288052,GALEOCERDO CUVIERI,1,33.5,E
40288052,RHIZOPRIONODON TERRAENOVAE,10,26.5,
40288053,CARCHARHINUS ACRONOTUS,1,8.2,
40288053,CARCHARHINUS PLUMBEUS,1,50.0,
40288053,LUTJANUS ANALIS,1,4.7,
40288053,LUTJANUS CAMPECHANUS,2,8.2,
40288053,LUTJANUS GRISEUS,1,2.8,
40288053,RHIZOPRIONODON TERRAENOVAE,1,2.0,
40288054,CARCHARHINUS PLUMBEUS,2,92.0,
40288054,CARCHARHINUS PLUMBEUS,2,50.8,E
40288054,GALEOCERDO CUVIERI,1,47.3,E
40288054,RHIZOPRIONODON TERRAENOVAE,1,2.5,
40288055,EPINEPHELUS MORIO,5,7.5,
40288055,RHIZOPRIONODON TERRAENOVAE,3,8.0,
40288056,CARCHARHINIDAE,1,20.0,
40288056,CARCHARHINUS ACRONOTUS,19,89.3,
40288056,CARCHARHINUS FALCIFORMIS,1,5.2,
40288056,CARCHARHINUS LIMBATUS,1,33.3,
40288056,CARCHARHINUS LIMBATUS,1,22.5,E
40288056,EPINEPHELUS MORIO,1,3.3,
40288056,GINGLYMOSTOMA CIRRATUM,5,319.7,
40288056,GINGLYMOSTOMA CIRRATUM,1,50.0,E
40288056,NEGAPRION BREVIROSTRIS,1,40.0,E
40288056,RHIZOPRIONODON TERRAENOVAE,6,14.5,
40288056,RHIZOPRIONODON TERRAENOVAE,2,,D
40288057,CARCHARHINUS ACRONOTUS,1,2.2,
40288057,RHIZOPRIONODON TERRAENOVAE,26,85.3,
40288057,SPHYRAENA BARRACUDA,1,8.0,
40288058,CARCHARHINUS LIMBATUS,1,14.0,
40288058,EPINEPHELUS MORIO,1,4.2,
40288058,RHIZOPRIONODON TERRAENOVAE,13,43.4,
40288058,RHIZOPRIONODON TERRAENOVAE,1,3.2,E
40288059,CARCHARHINUS PLUMBEUS,1,37.0,
40288059,CARCHARHINUS PLUMBEUS,2,74.7,E
40288059,RHIZOPRIONODON TERRAENOVAE,5,9.8,
40288060,RHIZOPRIONODON TERRAENOVAE,10,23.3,
40288060,SPHYRAENA BARRACUDA,1,5.1,
40288061,EUTHYNNUS ALLETTERATUS,1,5.4,
40288061,GALEOCERDO CUVIERI,1,13.0,
40288061,MUSTELUS,5,47.1,
40288062,CARCHARHINUS PLUMBEUS,1,35.0,
40288062,CARCHARHINUS PLUMBEUS,1,33.0,E
40288062,RHIZOPRIONODON TERRAENOVAE,1,3.2,
40288062,SPHYRAENA BARRACUDA,2,13.7,
40288063,CARCHARHINUS PLUMBEUS,1,30.6,
40288063,RHIZOPRIONODON TERRAENOVAE,1,2.3,
40288067,CAULOLATILUS MICROPS,1,3.5,
40288067,EPINEPHELUS FLAVOLIMBATUS,5,13.5,
40288067,MUSTELUS CANIS,1,11.0,
40288069,EPINEPHELUS MORIO,1,4.0,
40288069,MYCTEROPERCA MICROLEPIS,1,17.0,
40288069,RHIZOPRIONODON TERRAENOVAE,3,9.5,
40288069,SPHYRNA,1,90.0,E
40288069,SPHYRNA LEWINI,1,35.0,
40288070,EPINEPHELUS MORIO,2,4.0,
40288070,LUTJANUS CAMPECHANUS,1,5.8,
40288070,RHIZOPRIONODON TERRAENOVAE,7,16.2,
40288072,CARCHARHINUS PLUMBEUS,1,27.2,
40288072,RHIZOPRIONODON TERRAENOVAE,1,3.0,
40288073,MUSTELUS,1,3.0,
40288073,RHIZOPRIONODON TERRAENOVAE,1,2.9,
40288074,CARCHARHINUS PLUMBEUS,1,39.1,E
40288075,LOPHOLATILUS CHAMAELEONTICEPS,1,3.5,
40288075,RAJA GARRICKI,1,5.5,
40288076,EPINEPHELUS NIGRITUS,3,38.5,
40288077,EPINEPHELUS FLAVOLIMBATUS,3,13.1,
40288077,LOPHOLATILUS CHAMAELEONTICEPS,2,13.4,
40288077,MUSTELUS,3,14.2,
40288077,MUSTELUS CANIS,1,9.0,
40288078,CARCHARHINUS ALTIMUS,1,7.0,
40288078,CARCHARHINUS PLUMBEUS,1,31.3,
40288078,CARETTA CARETTA,1,50.0,
40288078,EPINEPHELUS NIGRITUS,1,1.5,
40288078,LUTJANUS CAMPECHANUS,1,3.3,
40288078,LUTJANUS CAMPECHANUS,1,5.0,E
40288078,MYCTEROPERCA MICROLEPIS,2,22.0,
40288079,CARCHARHINUS PLUMBEUS,1,39.1,E
40288079,MUSTELUS CANIS,1,2.8,
40288080,CARCHARHINUS PLUMBEUS,3,119.3,
40288080,CARCHARHINUS PLUMBEUS,2,69.2,E
40288081,CARCHARHINUS PLUMBEUS,1,47.5,E
40288081,GINGLYMOSTOMA CIRRATUM,1,66.3,
40288081,RHIZOPRIONODON TERRAENOVAE,3,9.8,
40288082,CARCHARHINUS ACRONOTUS,1,5.4,
40288082,CARCHARHINUS PLUMBEUS,1,39.0,
40288082,EPINEPHELUS MORIO,1,3.1,
40288082,GALEOCERDO CUVIERI,2,25.0,
40288082,LUTJANUS CAMPECHANUS,1,1.8,
40288082,RHIZOPRIONODON TERRAENOVAE,1,2.6,
40288082,SERIOLA,1,,D
40288083,CARCHARHINUS ACRONOTUS,1,8.4,
40288083,EPINEPHELUS MORIO,1,5.3,
40288083,RHIZOPRIONODON TERRAENOVAE,1,1.3,
40288084,CARCHARHINUS ACRONOTUS,2,8.6,
40288084,EPINEPHELUS MORIO,1,0.5,
40288084,SPHYRNA MOKARRAN,1,81.3,
40288085,CARCHARHINUS PLUMBEUS,1,50.2,E
40288085,EPINEPHELUS MORIO,3,6.4,
40288085,GINGLYMOSTOMA CIRRATUM,1,68.1,
40288085,RHIZOPRIONODON TERRAENOVAE,2,2.3,
